Record Length,2.500000e+03,,  -8.490000000000,   0.00000,
Sample Interval,1.000000e-02,,  -8.480000000000,   0.00000,
Trigger Point,8.490000000000e+02,,  -8.470000000000,   0.01600,
,,,  -8.460000000000,  -0.02400,
,,,  -8.450000000000,   0.00000,
,,,  -8.440000000000,   0.02400,
Source,CH2,,  -8.430000000000,   0.01600,
Vertical Units,V,,  -8.420000000000,   0.03200,
Vertical Scale,2.000000e-01,,  -8.410000000000,   0.00000,
Vertical Offset,-8.000000e-03,,  -8.400000000000,  -0.01600,
Horizontal Units,s,,  -8.390000000000,   0.02400,
Horizontal Scale,2.500000e+00,,  -8.380000000000,  -0.00800,
Pt Fmt,Y,,  -8.370000000000,   0.00000,
Yzero,0.000000e+00,,  -8.360000000000,   0.00800,
Probe Atten,1.000000e+01,,  -8.350000000000,   0.01600,
Model Number,TDS2024C,,  -8.340000000000,   0.00800,
Serial Number,C040020,,  -8.330000000000,   0.00800,
Firmware Version,FV:v24.26,,  -8.320000000000,   0.01600,
,,,-08.310000000000,   0.00000,
,,,-08.300000000000,   0.00000,
,,,-08.290000000000,   0.01600,
,,,-08.280000000000,   0.00800,
,,,-08.270000000000,   0.00800,
,,,-08.260000000000,   0.00800,
,,,-08.250000000000,   0.00000,
,,,-08.240000000000,   0.00800,
,,,-08.230000000000,   0.00000,
,,,-08.220000000000,  -0.02400,
,,,-08.210000000000,   0.00800,
,,,-08.200000000000,   0.00000,
,,,-08.190000000000,   0.00000,
,,,-08.180000000000,   0.01600,
,,,-08.170000000000,   0.03200,
,,,-08.160000000000,   0.00800,
,,,-08.150000000000,   0.02400,
,,,-08.140000000000,   0.00000,
,,,-08.130000000000,   0.00000,
,,,-08.120000000000,   0.01600,
,,,-08.110000000000,   0.00800,
,,,-08.100000000000,   0.00000,
,,,-08.090000000000,  -0.00800,
,,,-08.080000000000,   0.00000,
,,,-08.070000000000,  -0.02400,
,,,-08.060000000000,   0.01600,
,,,-08.050000000000,   0.00800,
,,,-08.040000000000,   0.00800,
,,,-08.030000000000,   0.00000,
,,,-08.020000000000,   0.01600,
,,,-08.010000000000,  -0.01600,
,,,-08.000000000000,  -0.00800,
,,,-07.990000000000,  -0.01600,
,,,-07.980000000000,   0.40800,
,,,-07.970000000000,   0.37600,
,,,-07.960000000000,   0.31200,
,,,-07.950000000000,   0.28800,
,,,-07.940000000000,   0.24000,
,,,-07.930000000000,   0.21600,
,,,-07.920000000000,   0.20000,
,,,-07.910000000000,   0.16800,
,,,-07.900000000000,   0.15200,
,,,-07.890000000000,   0.13600,
,,,-07.880000000000,   0.12800,
,,,-07.870000000000,   0.11200,
,,,-07.860000000000,   0.10400,
,,,-07.850000000000,   0.09600,
,,,-07.840000000000,   0.08800,
,,,-07.830000000000,   0.08000,
,,,-07.820000000000,   0.03200,
,,,-07.810000000000,   0.07200,
,,,-07.800000000000,   0.04800,
,,,-07.790000000000,   0.04800,
,,,-07.780000000000,   0.03200,
,,,-07.770000000000,   0.02400,
,,,-07.760000000000,   0.02400,
,,,-07.750000000000,   0.02400,
,,,-07.740000000000,   0.01600,
,,,-07.730000000000,   0.03200,
,,,-07.720000000000,   0.03200,
,,,-07.710000000000,   0.00000,
,,,-07.700000000000,   0.00800,
,,,-07.690000000000,   0.00800,
,,,-07.680000000000,   0.01600,
,,,-07.670000000000,   0.02400,
,,,-07.660000000000,   0.00800,
,,,-07.650000000000,   0.01600,
,,,-07.640000000000,   0.00000,
,,,-07.630000000000,   0.00000,
,,,-07.620000000000,   0.00800,
,,,-07.610000000000,   0.01600,
,,,-07.600000000000,   0.00000,
,,,-07.590000000000,   0.02400,
,,,-07.580000000000,   0.00000,
,,,-07.570000000000,  -0.01600,
,,,-07.560000000000,   0.00800,
,,,-07.550000000000,   0.00000,
,,,-07.540000000000,   0.00000,
,,,-07.530000000000,   0.00800,
,,,-07.520000000000,   0.01600,
,,,-07.510000000000,   0.00800,
,,,-07.500000000000,   0.00800,
,,,-07.490000000000,   0.00800,
,,,-07.480000000000,  -0.00800,
,,,-07.470000000000,   0.00000,
,,,-07.460000000000,  -0.00800,
,,,-07.450000000000,   0.00000,
,,,-07.440000000000,   0.00000,
